model,layer,relative_depth,bucket,lid,isotropy,entropy
llama3.2-3B,0,0.0,1_Factual,10.335419703897545,0.5245295564087741,227.32085
llama3.2-3B,0,0.0,2_Impossible,17.25159746207021,0.4972444147371088,418.45068
llama3.2-3B,0,0.0,3_Hallucination,12.954547086178295,0.590607991594602,394.93817
llama3.2-3B,1,0.03571428571428571,1_Factual,9.930053665470794,0.39251875786222273,247.0951
llama3.2-3B,1,0.03571428571428571,2_Impossible,17.788624816499684,0.5635292495851614,480.2658
llama3.2-3B,1,0.03571428571428571,3_Hallucination,13.482298421140968,0.3785681266840971,431.3387
llama3.2-3B,2,0.07142857142857142,1_Factual,8.552040464753281,0.2901578008595006,225.40678
llama3.2-3B,2,0.07142857142857142,2_Impossible,14.864514376603584,0.6034845868332269,444.02777
llama3.2-3B,2,0.07142857142857142,3_Hallucination,12.221259599765936,0.5767042822081128,407.45273
llama3.2-3B,3,0.10714285714285714,1_Factual,8.455238610003388,0.40623641229367297,234.8946
llama3.2-3B,3,0.10714285714285714,2_Impossible,14.875506508805874,0.44268454731123713,468.73016
llama3.2-3B,3,0.10714285714285714,3_Hallucination,12.379294894358328,0.4268710582416747,428.2398
llama3.2-3B,4,0.14285714285714285,1_Factual,8.413315056659103,0.5551047596014402,249.86856
llama3.2-3B,4,0.14285714285714285,2_Impossible,16.17926334595901,0.46405849019984674,532.6362
llama3.2-3B,4,0.14285714285714285,3_Hallucination,13.253993583579224,0.4605844976185422,474.40244
llama3.2-3B,5,0.17857142857142858,1_Factual,7.54837605136423,0.5548441865776663,238.89842
llama3.2-3B,5,0.17857142857142858,2_Impossible,15.189132375208512,0.4927442466898788,531.8553
llama3.2-3B,5,0.17857142857142858,3_Hallucination,12.111570898652694,0.5313773290237565,470.3117
llama3.2-3B,6,0.21428571428571427,1_Factual,7.486260368595596,0.5510672596888604,243.08194
llama3.2-3B,6,0.21428571428571427,2_Impossible,15.318675815882274,0.5927059631750188,562.68866
llama3.2-3B,6,0.21428571428571427,3_Hallucination,12.08122553733936,0.5906874542934382,491.99393
llama3.2-3B,7,0.25,1_Factual,6.8735589534031085,0.5762206617517232,235.78093
llama3.2-3B,7,0.25,2_Impossible,14.430199617459067,0.5068116894645396,562.87866
llama3.2-3B,7,0.25,3_Hallucination,11.181210123651676,0.6137042487111681,489.8438
llama3.2-3B,8,0.2857142857142857,1_Factual,6.852832102181265,0.5123691751307176,238.59264
llama3.2-3B,8,0.2857142857142857,2_Impossible,14.423071763348624,0.5580432834487278,585.25903
llama3.2-3B,8,0.2857142857142857,3_Hallucination,11.37986391368311,0.5495574408909465,509.7892
llama3.2-3B,9,0.32142857142857145,1_Factual,6.988554739518346,0.5847816899496361,243.12811
llama3.2-3B,9,0.32142857142857145,2_Impossible,14.604040790740408,0.5481273762167992,599.26294
llama3.2-3B,9,0.32142857142857145,3_Hallucination,11.509717067185498,0.5493528982907832,525.18
llama3.2-3B,10,0.35714285714285715,1_Factual,7.218097111220157,0.6105501461044806,254.10081
llama3.2-3B,10,0.35714285714285715,2_Impossible,14.722726890139413,0.5445203767442693,607.7887
llama3.2-3B,10,0.35714285714285715,3_Hallucination,11.587780180848284,0.5422868333084798,536.8631
llama3.2-3B,11,0.39285714285714285,1_Factual,8.264983735587416,0.5917336121134961,270.6217
llama3.2-3B,11,0.39285714285714285,2_Impossible,15.512147127634352,0.5498498271379133,623.69366
llama3.2-3B,11,0.39285714285714285,3_Hallucination,12.229587471879531,0.5937840615608578,549.4483
llama3.2-3B,12,0.42857142857142855,1_Factual,8.377499635889336,0.5479479238458352,272.3113
llama3.2-3B,12,0.42857142857142855,2_Impossible,16.1534333652237,0.5685658010569135,646.51215
llama3.2-3B,12,0.42857142857142855,3_Hallucination,12.719809858415479,0.5986783091757139,562.0421
llama3.2-3B,13,0.4642857142857143,1_Factual,9.189481818149616,0.538288628481326,289.03555
llama3.2-3B,13,0.4642857142857143,2_Impossible,16.863081380763447,0.5031607991932476,664.3011
llama3.2-3B,13,0.4642857142857143,3_Hallucination,13.97509991865895,0.6455958209701067,587.1013
llama3.2-3B,14,0.5,1_Factual,10.313906959288055,0.6312738236833715,299.1428
llama3.2-3B,14,0.5,2_Impossible,17.510808341837368,0.4528092449344431,679.81104
llama3.2-3B,14,0.5,3_Hallucination,14.89080987960551,0.6574957205627074,597.0037
llama3.2-3B,15,0.5357142857142857,1_Factual,10.921521760089178,0.6515404934062571,319.8888
llama3.2-3B,15,0.5357142857142857,2_Impossible,17.79508884074426,0.472632478526448,690.8485
llama3.2-3B,15,0.5357142857142857,3_Hallucination,15.82465128510933,0.7319919258880242,605.4942
llama3.2-3B,16,0.5714285714285714,1_Factual,12.196459655751902,0.6373870061712801,339.11255
llama3.2-3B,16,0.5714285714285714,2_Impossible,17.685031779470606,0.5366102962147284,696.7454
llama3.2-3B,16,0.5714285714285714,3_Hallucination,15.634193112737504,0.7939323941659443,627.97815
llama3.2-3B,17,0.6071428571428571,1_Factual,13.406140804735852,0.664292548447333,357.78506
llama3.2-3B,17,0.6071428571428571,2_Impossible,18.019294992749217,0.5655433552403936,703.61816
llama3.2-3B,17,0.6071428571428571,3_Hallucination,15.799184422837087,0.812534773072165,643.3146
llama3.2-3B,18,0.6428571428571429,1_Factual,12.608944316567948,0.6333358739642316,365.45673
llama3.2-3B,18,0.6428571428571429,2_Impossible,17.76986320228161,0.5730625417071971,702.28107
llama3.2-3B,18,0.6428571428571429,3_Hallucination,15.982773100185259,0.803083543868806,648.7857
llama3.2-3B,19,0.6785714285714286,1_Factual,13.73496511380544,0.6585905783534127,369.82135
llama3.2-3B,19,0.6785714285714286,2_Impossible,18.74738262920178,0.44528699113064707,693.39264
llama3.2-3B,19,0.6785714285714286,3_Hallucination,15.821729085390475,0.9109105469731054,640.46344
llama3.2-3B,20,0.7142857142857143,1_Factual,14.44891003616664,0.6494757640647093,378.45642
llama3.2-3B,20,0.7142857142857143,2_Impossible,19.672391180294714,0.4909661937440115,703.6953
llama3.2-3B,20,0.7142857142857143,3_Hallucination,15.794248550573004,0.912677180697427,651.23706
llama3.2-3B,21,0.75,1_Factual,15.2527377569961,0.6278399321530503,393.79803
llama3.2-3B,21,0.75,2_Impossible,21.167130012261524,0.47907532986889145,716.82513
llama3.2-3B,21,0.75,3_Hallucination,15.810321265169826,0.9349830182976067,671.9971
llama3.2-3B,22,0.7857142857142857,1_Factual,16.55665735061225,0.65056188999508,401.81036
llama3.2-3B,22,0.7857142857142857,2_Impossible,22.00589049394983,0.5394094815316263,726.3401
llama3.2-3B,22,0.7857142857142857,3_Hallucination,16.209619872843394,0.9748417830015497,689.8441
llama3.2-3B,23,0.8214285714285714,1_Factual,17.596651567958382,0.6078001308712416,408.4553
llama3.2-3B,23,0.8214285714285714,2_Impossible,22.25340545621455,0.5618977165365827,734.751
llama3.2-3B,23,0.8214285714285714,3_Hallucination,17.137564805287653,0.9557419719764512,699.56586
llama3.2-3B,24,0.8571428571428571,1_Factual,18.553685516111294,0.574458776023878,414.14215
llama3.2-3B,24,0.8571428571428571,2_Impossible,22.634520044687598,0.5985652837406821,742.96155
llama3.2-3B,24,0.8571428571428571,3_Hallucination,17.90839608324981,0.9324240553100959,715.35004
llama3.2-3B,25,0.8928571428571429,1_Factual,19.21994948180929,0.6900810906416656,416.34854
llama3.2-3B,25,0.8928571428571429,2_Impossible,22.244369381602933,0.6102536261607776,739.9581
