model,layer,relative_depth,boundary_type,evaluated_on,boundary_norm,boundary_stability,boundary_entropy,boundary_max_prob,fisher_info,hessian_curvature,jac_amplification,grad_blockage,grad_alignment,vocab_alignment,betti_0,betti_1
llama3.2-3B-it,11,0.39285714285714285,Hallucination,Factual,2.3487915170876876,0.6636002592235353,11.75,8.52346420288086e-06,0.210727720305165,-0.0036122972610519756,1.19580078125,-0.015622597537003458,0.011495678263599984,0.189453125,5,5
llama3.2-3B-it,12,0.42857142857142855,Impossible,Impossible,3.6098017382350096,0.6662957051053429,11.75,8.463859558105469e-06,0.47053673461726986,-0.004565756856233235,1.24951171875,0.005937393769272603,0.011730993923265487,0.1845703125,74,7
llama3.2-3B-it,12,0.42857142857142855,Impossible,Factual,3.6098017382350096,0.6662957051053429,11.75,8.463859558105469e-06,0.24329118395048605,-0.01573132779861653,1.18359375,0.004703225051343907,0.028085853526135907,0.1845703125,21,4
llama3.2-3B-it,12,0.42857142857142855,Hallucination,Hallucination,2.861498869268143,0.64346535028406,11.75,8.52346420288086e-06,0.3815143537754683,0.0004200760226707919,1.18603515625,0.01202444224327337,0.02142562303924933,0.193359375,72,1
llama3.2-3B-it,12,0.42857142857142855,Hallucination,Factual,2.861498869268143,0.64346535028406,11.75,8.52346420288086e-06,0.17859483638445997,-0.007344345037470762,1.16357421875,-0.01320963364560157,0.007659073657123372,0.193359375,19,1
llama3.2-3B-it,13,0.4642857142857143,Impossible,Impossible,4.2626570259496335,0.7438913461921619,11.75,8.52346420288086e-06,0.3639862387588542,0.006872701470351597,1.251953125,0.014444436150370166,0.011979490664089099,0.1982421875,65,4
llama3.2-3B-it,13,0.4642857142857143,Impossible,Factual,4.2626570259496335,0.7438913461921619,11.75,8.52346420288086e-06,0.18767869252837682,-0.0007240636401449453,1.33203125,0.03350680903531611,0.051898775389418006,0.1982421875,31,0
llama3.2-3B-it,13,0.4642857142857143,Hallucination,Hallucination,3.53069606734403,0.7156885093248431,11.75,8.58306884765625e-06,0.3719948308230426,-0.0044749285247753555,1.1982421875,0.014815133006777614,0.030694197572302073,0.2080078125,83,1
llama3.2-3B-it,13,0.4642857142857143,Hallucination,Factual,3.53069606734403,0.7156885093248431,11.75,8.58306884765625e-06,0.18332195252748146,-0.001753258085090379,1.33349609375,0.01687473536003381,0.03189236798789352,0.2080078125,25,0
llama3.2-3B-it,14,0.5,Impossible,Impossible,5.093304249539232,0.7630548969650435,11.75,8.58306884765625e-06,0.2869781784763329,0.021082030810351125,1.3359375,0.028447156684705988,0.014549889863701537,0.220703125,134,1
llama3.2-3B-it,14,0.5,Impossible,Factual,5.093304249539232,0.7630548969650435,11.75,8.58306884765625e-06,0.17860316608578067,0.01079571846281894,1.16748046875,0.08041724353097379,0.09332729154266417,0.220703125,75,0
llama3.2-3B-it,14,0.5,Hallucination,Hallucination,4.014421981542625,0.7718475467788151,11.75,8.52346420288086e-06,0.335376394917384,0.011009667340037724,1.2041015625,0.016072572470875457,0.04065169068053365,0.2275390625,93,2
llama3.2-3B-it,14,0.5,Hallucination,Factual,4.014421981542625,0.7718475467788151,11.75,8.52346420288086e-06,0.19843732448955914,0.006147700223717432,1.16259765625,0.05056242662249133,0.06689618551172316,0.2275390625,47,4
llama3.2-3B-it,15,0.5357142857142857,Impossible,Impossible,6.029606106874805,0.8345323753124552,11.75,8.761882781982422e-06,0.2704146941233689,0.02187359609391878,1.3349609375,0.03418393520405516,0.020584489466273226,0.2177734375,145,2
llama3.2-3B-it,15,0.5357142857142857,Impossible,Factual,6.029606106874805,0.8345323753124552,11.75,8.761882781982422e-06,0.17024982213213596,0.013060291084968294,1.15673828125,0.0950103176292032,0.10123448469676077,0.2177734375,90,0
llama3.2-3B-it,15,0.5357142857142857,Hallucination,Hallucination,4.506473800370401,0.8435569843798881,11.75,8.463859558105469e-06,0.3029610909653045,0.013139242559169715,1.1650390625,0.02234343001327943,0.04641957796411589,0.2392578125,107,1
llama3.2-3B-it,15,0.5357142857142857,Hallucination,Factual,4.506473800370401,0.8435569843798881,11.75,8.463859558105469e-06,0.21622299328425543,0.006305411095902648,1.17431640625,0.05480377096682787,0.07251789688598365,0.2392578125,80,1
llama3.2-3B-it,16,0.5714285714285714,Impossible,Impossible,6.415871562606474,0.9024641487078929,11.75,8.821487426757812e-06,0.28187817528479236,0.022032591945777176,1.21044921875,0.042821231414563954,0.02360946623957716,0.2265625,150,1
llama3.2-3B-it,16,0.5714285714285714,Impossible,Factual,6.415871562606474,0.9024641487078929,11.75,8.821487426757812e-06,0.16508626888625105,0.008649568295698259,1.13916015625,0.0991408471018076,0.09562619030475616,0.2265625,98,1
llama3.2-3B-it,16,0.5714285714285714,Hallucination,Hallucination,4.717174810819419,0.9189166732640113,11.75,8.463859558105469e-06,0.2871614595916811,0.014519219535089863,1.0966796875,0.029189743101596832,0.05089846719056368,0.2470703125,132,2
llama3.2-3B-it,16,0.5714285714285714,Hallucination,Factual,4.717174810819419,0.9189166732640113,11.75,8.463859558105469e-06,0.14485387454352114,0.009075639485678683,1.16162109375,0.05906054610386491,0.06687751552090049,0.2470703125,97,1
