model,layer,relative_depth,bucket,attn_entropy,attn_sink,res_proj_Impossible,attn_align_Impossible,mlp_align_Impossible,res_proj_Hallucination,attn_align_Hallucination,mlp_align_Hallucination,res_norm,logit_entropy,logit_conf
llama3.2-3Bit,0,0.0,Factual,1.2123828125,0.500478515625,0.02858612060546875,0.0258837890625,0.032120361328125,-0.124140625,-0.0707373046875,-0.04984375,1.76984375,11.75,1.2538433074951173e-05
llama3.2-3Bit,0,0.0,Hallucinations,1.2971875,0.489443359375,0.0431536865234375,0.0320068359375,0.03869873046875,-0.07086669921875,-0.04512939453125,-0.0295703125,1.76796875,11.75,1.2537240982055664e-05
llama3.2-3Bit,0,0.0,Impossible,1.199140625,0.50177734375,0.080888671875,0.050029296875,0.052890625,-0.1098828125,-0.0647900390625,-0.04265869140625,1.771875,11.75,1.2514591217041016e-05
llama3.2-3Bit,1,0.03571428571428571,Factual,0.72482421875,0.78400390625,-0.153681640625,-0.0603271484375,0.00454864501953125,-0.486796875,-0.170859375,-0.18998046875,2.561875,,
llama3.2-3Bit,1,0.03571428571428571,Hallucinations,0.76255859375,0.779140625,-0.1309375,-0.0533837890625,0.011205978393554687,-0.3684765625,-0.141376953125,-0.154609375,2.545625,,
llama3.2-3Bit,1,0.03571428571428571,Impossible,0.72873046875,0.78357421875,-0.0661737060546875,-0.034095458984375,0.027689208984375,-0.47,-0.16611328125,-0.1840234375,2.559375,,
llama3.2-3Bit,2,0.07142857142857142,Factual,0.452451171875,0.87837890625,-0.639375,-0.16029296875,-0.066611328125,-1.009453125,-0.312734375,-0.0622412109375,3.655625,11.75,1.4344453811645508e-05
llama3.2-3Bit,2,0.07142857142857142,Hallucinations,0.48384765625,0.87607421875,-0.5721484375,-0.1508203125,-0.05152099609375,-0.788359375,-0.2733203125,-0.0240679931640625,3.61125,11.75,1.4195442199707031e-05
llama3.2-3Bit,2,0.07142857142857142,Impossible,0.46826171875,0.87482421875,-0.4424609375,-0.124228515625,-0.0266339111328125,-0.9496875,-0.30296875,-0.0507763671875,3.6284375,11.75,1.4249086380004883e-05
llama3.2-3Bit,3,0.10714285714285714,Factual,0.561923828125,0.87658203125,-0.6656640625,-0.137216796875,-0.087890625,-0.769921875,-0.21056640625,-0.0356744384765625,4.049375,,
llama3.2-3Bit,3,0.10714285714285714,Hallucinations,0.6191796875,0.86587890625,-0.5123046875,-0.116201171875,-0.0535638427734375,-0.3915234375,-0.1528125,0.033436279296875,4.0121875,,
llama3.2-3Bit,3,0.10714285714285714,Impossible,0.5640625,0.87646484375,-0.2449853515625,-0.078642578125,0.00307647705078125,-0.599296875,-0.18744140625,0.0011135101318359374,4.0021875,,
llama3.2-3Bit,4,0.14285714285714285,Factual,0.71224609375,0.83111328125,-0.6284375,-0.117666015625,-0.040799560546875,-1.05328125,-0.17244140625,-0.1190625,4.1725,11.75,1.1681318283081054e-05
llama3.2-3Bit,4,0.14285714285714285,Hallucinations,0.774765625,0.82091796875,-0.390341796875,-0.08443359375,-0.002068328857421875,-0.5231640625,-0.10078125,-0.030751953125,4.105625,11.75,1.1736154556274414e-05
llama3.2-3Bit,4,0.14285714285714285,Impossible,0.72888671875,0.82484375,-0.0073858642578125,-0.0339556884765625,0.06560211181640625,-0.774296875,-0.135087890625,-0.07389404296875,4.140625,11.75,1.1607408523559571e-05
llama3.2-3Bit,5,0.17857142857142858,Factual,0.67548828125,0.849140625,-0.8025390625,-0.07810791015625,-0.160322265625,-1.24125,-0.16267578125,-0.1790625,4.6975,,
llama3.2-3Bit,5,0.17857142857142858,Hallucinations,0.7368359375,0.83970703125,-0.3715478515625,-0.0242169189453125,-0.090054931640625,-0.48884765625,-0.064140625,-0.0625244140625,4.600625,,
