model,layer,relative_depth,bucket,lid,isotropy,entropy
llama3.2-3B-it,0,0.0,1_Factual,10.670273236670532,0.48063211565282454,234.24643
llama3.2-3B-it,0,0.0,2_Impossible,17.251740465214517,0.6995196215075122,430.2647
llama3.2-3B-it,0,0.0,3_Hallucination,14.053659989987572,0.6222139346327185,410.4352
llama3.2-3B-it,1,0.03571428571428571,1_Factual,10.53153621611185,0.3251677581008764,254.45222
llama3.2-3B-it,1,0.03571428571428571,2_Impossible,17.028434913688326,0.506889342255708,491.4002
llama3.2-3B-it,1,0.03571428571428571,3_Hallucination,14.334814031208376,0.4600824162704152,461.71518
llama3.2-3B-it,2,0.07142857142857142,1_Factual,9.363763889237724,0.3525994760355831,251.18861
llama3.2-3B-it,2,0.07142857142857142,2_Impossible,14.839717485594349,0.5724419642137264,494.32098
llama3.2-3B-it,2,0.07142857142857142,3_Hallucination,12.532064344941743,0.6061279469292055,464.80316
llama3.2-3B-it,3,0.10714285714285714,1_Factual,7.980358674610553,0.2776257912326983,240.37292
llama3.2-3B-it,3,0.10714285714285714,2_Impossible,14.133469544579757,0.5562028105072148,499.90826
llama3.2-3B-it,3,0.10714285714285714,3_Hallucination,11.61840352876942,0.5301427819684043,466.08066
llama3.2-3B-it,4,0.14285714285714285,1_Factual,8.09173495573083,0.3815994225754138,253.1674
llama3.2-3B-it,4,0.14285714285714285,2_Impossible,14.922627191397515,0.6700141792655521,562.1893
llama3.2-3B-it,4,0.14285714285714285,3_Hallucination,12.450207085762885,0.5024627706749195,504.475
llama3.2-3B-it,5,0.17857142857142858,1_Factual,7.26860414805857,0.48323956178036426,242.85582
llama3.2-3B-it,5,0.17857142857142858,2_Impossible,14.437741724098323,0.6926769862267483,574.8183
llama3.2-3B-it,5,0.17857142857142858,3_Hallucination,12.007595415057404,0.5066070832758656,510.0178
llama3.2-3B-it,6,0.21428571428571427,1_Factual,7.038053883963053,0.4990477840099399,240.94221
llama3.2-3B-it,6,0.21428571428571427,2_Impossible,14.392822650382163,0.6298269287538831,595.3592
llama3.2-3B-it,6,0.21428571428571427,3_Hallucination,11.860137301243952,0.5123474789015425,520.5521
llama3.2-3B-it,7,0.25,1_Factual,7.0613871412254205,0.5131450448507335,241.92816
llama3.2-3B-it,7,0.25,2_Impossible,14.388645613433066,0.5759989848878562,595.47565
llama3.2-3B-it,7,0.25,3_Hallucination,11.639208303786228,0.5495947092175496,520.4089
llama3.2-3B-it,8,0.2857142857142857,1_Factual,7.2721093989893415,0.5138187773938437,246.70445
llama3.2-3B-it,8,0.2857142857142857,2_Impossible,14.69592050076276,0.5988243221478708,606.822
llama3.2-3B-it,8,0.2857142857142857,3_Hallucination,11.798663900852729,0.6159251269996328,533.7662
llama3.2-3B-it,9,0.32142857142857145,1_Factual,7.459972559471171,0.5344414061703343,250.90443
llama3.2-3B-it,9,0.32142857142857145,2_Impossible,14.948024017813418,0.706099651643666,614.504
llama3.2-3B-it,9,0.32142857142857145,3_Hallucination,11.900186334546277,0.6032251566575935,542.8461
llama3.2-3B-it,10,0.35714285714285715,1_Factual,7.602994633888567,0.5363564312486144,255.74817
llama3.2-3B-it,10,0.35714285714285715,2_Impossible,15.133868394467383,0.7709224295124709,618.7067
llama3.2-3B-it,10,0.35714285714285715,3_Hallucination,11.852324860909901,0.5206963240095518,547.65125
llama3.2-3B-it,11,0.39285714285714285,1_Factual,8.39149855874438,0.5585740640292018,266.5106
llama3.2-3B-it,11,0.39285714285714285,2_Impossible,15.602063539192518,0.7011765242223954,626.6545
