layer,type,comparison_group,index,score,mean_deviant,mean_factual,ent_deviant,ent_factual
0,neuron_activation,Impossible_vs_Factual,3472,0.5324539542198181,0.01442134939134121,-0.013582251965999603,,
0,neuron_activation,Impossible_vs_Factual,11970,0.4850585162639618,-0.046181660145521164,-0.07972421497106552,,
0,neuron_activation,Impossible_vs_Factual,18812,0.45537295937538147,-0.0006105184438638389,-0.000789519224781543,,
0,neuron_activation,Impossible_vs_Factual,17724,0.45077788829803467,-0.00044860606431029737,-0.0007484237430617213,,
0,neuron_activation,Impossible_vs_Factual,4214,0.4396035969257355,0.006426659412682056,-0.03930063545703888,,
0,neuron_activation,Impossible_vs_Factual,17159,0.4312121570110321,0.021784547716379166,0.006339638959616423,,
0,neuron_activation,Impossible_vs_Factual,2973,0.42921537160873413,0.0002220763999503106,-6.574398867087439e-05,,
0,neuron_activation,Impossible_vs_Factual,8019,0.4289640486240387,-0.00026224591420032084,-0.0005593762616626918,,
0,neuron_activation,Impossible_vs_Factual,11492,0.4261201024055481,0.0161110982298851,0.005079467315226793,,
0,neuron_activation,Impossible_vs_Factual,16307,0.41849470138549805,0.0038548230659216642,-0.026633605360984802,,
0,neuron_activation,Hallucinations_vs_Factual,2013,0.5385538339614868,-0.0007050890126265585,-0.0010722429724410176,,
0,neuron_activation,Hallucinations_vs_Factual,6598,0.5189359784126282,-0.0005988630000501871,-0.0009425307507626712,,
0,neuron_activation,Hallucinations_vs_Factual,18812,0.5155546069145203,-0.0005945969023741782,-0.000789519224781543,,
0,neuron_activation,Hallucinations_vs_Factual,18342,0.5155344009399414,-0.00031138581107370555,-0.0005140568828210235,,
0,neuron_activation,Hallucinations_vs_Factual,11970,0.5074683427810669,-0.043953653424978256,-0.07972421497106552,,
0,neuron_activation,Hallucinations_vs_Factual,9663,0.5053280591964722,-0.000244955241214484,-0.00052558199968189,,
0,neuron_activation,Hallucinations_vs_Factual,15470,0.5030271410942078,-0.0003944918862544,-0.0006930220406502485,,
0,neuron_activation,Hallucinations_vs_Factual,15788,0.4933130145072937,0.009057886898517609,-0.0058604138903319836,,
0,neuron_activation,Hallucinations_vs_Factual,4214,0.48999759554862976,0.011478452011942863,-0.03930063545703888,,
0,neuron_activation,Hallucinations_vs_Factual,5384,0.485470175743103,-0.0001170844043372199,-0.000319486774969846,,
1,neuron_activation,Impossible_vs_Factual,3737,0.5221784114837646,-0.0006978451856411994,-0.0031567260157316923,,
1,neuron_activation,Impossible_vs_Factual,17542,0.5148694515228271,-0.001618729904294014,-0.0030721966177225113,,
1,neuron_activation,Impossible_vs_Factual,13641,0.4898032248020172,-0.0006856950931251049,-0.0016811079112812877,,
1,neuron_activation,Impossible_vs_Factual,8895,0.48103225231170654,-0.0022320402786135674,-0.0033025818411260843,,
1,neuron_activation,Impossible_vs_Factual,13695,0.4804912209510803,-0.00048093911027535796,-0.0024654604494571686,,
1,neuron_activation,Impossible_vs_Factual,5382,0.4779878258705139,-0.0008021375397220254,-0.008732480928301811,,
1,neuron_activation,Impossible_vs_Factual,4296,0.46905583143234253,-0.004829170648008585,-0.009951319545507431,,
1,neuron_activation,Impossible_vs_Factual,1999,0.46546679735183716,-0.10722241550683975,-0.1870044469833374,,
1,neuron_activation,Impossible_vs_Factual,7529,0.453736275434494,-0.0028233840130269527,-0.00968307163566351,,
1,neuron_activation,Impossible_vs_Factual,13912,0.4525226056575775,-0.0003968328528571874,-0.0011177223641425371,,
1,neuron_activation,Hallucinations_vs_Factual,4191,0.6969559192657471,-0.002599557628855109,-0.006583839189261198,,
1,neuron_activation,Hallucinations_vs_Factual,14634,0.6145581007003784,-0.025722038000822067,-0.044827647507190704,,
1,neuron_activation,Hallucinations_vs_Factual,613,0.6003252863883972,-0.009251351468265057,-0.01344027929008007,,
1,neuron_activation,Hallucinations_vs_Factual,6339,0.597565770149231,-0.010130943730473518,-0.01858106628060341,,
1,neuron_activation,Hallucinations_vs_Factual,6594,0.5920502543449402,-0.04246688261628151,-0.058314450085163116,,
1,neuron_activation,Hallucinations_vs_Factual,1999,0.5919501185417175,-0.08763249963521957,-0.1870044469833374,,
1,neuron_activation,Hallucinations_vs_Factual,5043,0.5847871899604797,0.0014771983260288835,-0.0016161514213308692,,
1,neuron_activation,Hallucinations_vs_Factual,15896,0.583331286907196,-0.0027598408050835133,-0.005301470868289471,,
1,neuron_activation,Hallucinations_vs_Factual,18504,0.5827584862709045,-0.00022315303795039654,-0.004030316136777401,,
1,neuron_activation,Hallucinations_vs_Factual,3361,0.5784512162208557,-0.003173257689923048,-0.006097761448472738,,
2,neuron_activation,Impossible_vs_Factual,17464,0.6232724785804749,-0.00823162030428648,-0.014390301890671253,,
2,neuron_activation,Impossible_vs_Factual,11154,0.5384058952331543,-0.0011905974242836237,-0.0036391776520758867,,
2,neuron_activation,Impossible_vs_Factual,6869,0.5112041234970093,-0.018320342525839806,-0.029184458777308464,,
2,neuron_activation,Impossible_vs_Factual,14994,0.5055805444717407,-0.002838789951056242,-0.00559046259149909,,
2,neuron_activation,Impossible_vs_Factual,2640,0.5029202699661255,-0.006524480413645506,-0.009861276485025883,,
2,neuron_activation,Impossible_vs_Factual,14345,0.501326322555542,0.15269379317760468,-0.014014938846230507,,
2,neuron_activation,Impossible_vs_Factual,12407,0.5011666417121887,0.02337462268769741,0.008713928051292896,,
2,neuron_activation,Impossible_vs_Factual,7559,0.5004664063453674,0.0004939429345540702,-0.00044215514208190143,,
2,neuron_activation,Impossible_vs_Factual,12098,0.5003249645233154,-0.021066520363092422,-0.03090525045990944,,
2,neuron_activation,Impossible_vs_Factual,13289,0.49990567564964294,-0.013505871407687664,-0.02136319875717163,,
2,neuron_activation,Hallucinations_vs_Factual,926,0.674023449420929,-0.0026068727020174265,-0.007327893748879433,,
2,neuron_activation,Hallucinations_vs_Factual,17464,0.6561621427536011,-0.007702156435698271,-0.014390301890671253,,
2,neuron_activation,Hallucinations_vs_Factual,13904,0.632601261138916,-0.09194918721914291,-0.1354355663061142,,
2,neuron_activation,Hallucinations_vs_Factual,14744,0.627565860748291,-0.045316651463508606,-0.10305159538984299,,
2,neuron_activation,Hallucinations_vs_Factual,749,0.6231595277786255,-0.0088570024818182,-0.015479766763746738,,
2,neuron_activation,Hallucinations_vs_Factual,6869,0.6085473299026489,-0.01612105965614319,-0.029184458777308464,,
2,neuron_activation,Hallucinations_vs_Factual,15007,0.6066588163375854,-0.005745002068579197,-0.02213633619248867,,
2,neuron_activation,Hallucinations_vs_Factual,15142,0.6027267575263977,-0.0017113693756982684,-0.0055344910360872746,,
2,neuron_activation,Hallucinations_vs_Factual,6857,0.6021082997322083,0.00042816955829039216,-0.005973865278065205,,
2,neuron_activation,Hallucinations_vs_Factual,9074,0.5931589603424072,-0.0036432917695492506,-0.0060295104049146175,,
3,neuron_activation,Impossible_vs_Factual,5433,0.5346704125404358,-0.007861870341002941,-0.014658920466899872,,
3,neuron_activation,Impossible_vs_Factual,9979,0.5137849450111389,-0.464902400970459,-0.6802772283554077,,
3,neuron_activation,Impossible_vs_Factual,13719,0.508357048034668,-0.009700331836938858,-0.021375171840190887,,
3,neuron_activation,Impossible_vs_Factual,13143,0.5017417073249817,0.006144874729216099,0.003107797121629119,,
3,neuron_activation,Impossible_vs_Factual,16917,0.49961286783218384,0.005857785232365131,0.0009315398638136685,,
3,neuron_activation,Impossible_vs_Factual,755,0.4987529218196869,-0.027626339346170425,-0.043851107358932495,,
3,neuron_activation,Impossible_vs_Factual,15155,0.4978311359882355,0.028988633304834366,0.010150251910090446,,
3,neuron_activation,Impossible_vs_Factual,17546,0.49782100319862366,-0.0035010837018489838,-0.009484016336500645,,
3,neuron_activation,Impossible_vs_Factual,14248,0.4916606843471527,0.0012335123028606176,-0.008553950116038322,,
3,neuron_activation,Impossible_vs_Factual,1292,0.4901951849460602,-0.013462763279676437,-0.026570526883006096,,
3,neuron_activation,Hallucinations_vs_Factual,16108,0.6219466924667358,-0.005332811735570431,-0.016584249213337898,,
3,neuron_activation,Hallucinations_vs_Factual,3122,0.6152892708778381,-0.0012858849950134754,-0.007534726057201624,,
3,neuron_activation,Hallucinations_vs_Factual,11403,0.6142978072166443,-0.020187007263302803,-0.045684102922677994,,
3,neuron_activation,Hallucinations_vs_Factual,5365,0.6024625301361084,-0.009551218710839748,-0.01548468042165041,,
3,neuron_activation,Hallucinations_vs_Factual,8911,0.5883287191390991,-0.01150271575897932,-0.04627232253551483,,
3,neuron_activation,Hallucinations_vs_Factual,6610,0.5815635323524475,-0.003792130621150136,-0.00895550474524498,,
3,neuron_activation,Hallucinations_vs_Factual,12094,0.5780584216117859,-0.157586008310318,-0.35235413908958435,,
3,neuron_activation,Hallucinations_vs_Factual,9800,0.5755205750465393,-0.0008781926590017974,-0.007345881778746843,,
3,neuron_activation,Hallucinations_vs_Factual,12630,0.5741662979125977,-0.005939847324043512,-0.018776018172502518,,
3,neuron_activation,Hallucinations_vs_Factual,800,0.5699876546859741,0.011563370004296303,0.004032635595649481,,
4,neuron_activation,Impossible_vs_Factual,13947,0.5856620073318481,0.06737620383501053,-0.010989806614816189,,
4,neuron_activation,Impossible_vs_Factual,17711,0.5630002617835999,0.07668360322713852,0.03823026642203331,,
