model,layer,relative_depth,bucket,lid,isotropy,entropy
qwen2.5-7B,0,0.0,1_Factual,12.853911028408744,0.23847561744316792,274.962
qwen2.5-7B,0,0.0,2_Impossible,19.85426349095782,0.5938110339557847,538.90094
qwen2.5-7B,0,0.0,3_Hallucination,16.373349734854862,0.4201670825582698,521.2496
qwen2.5-7B,1,0.03571428571428571,1_Factual,12.412883461660604,0.33962385770095743,285.19507
qwen2.5-7B,1,0.03571428571428571,2_Impossible,19.279420532208007,0.47881203064976263,574.12555
qwen2.5-7B,1,0.03571428571428571,3_Hallucination,15.17713886683805,0.48055919694795923,551.4113
qwen2.5-7B,2,0.07142857142857142,1_Factual,10.18655367526707,0.29905262668628546,272.58234
qwen2.5-7B,2,0.07142857142857142,2_Impossible,16.141687446124948,0.5647726689614649,557.2924
qwen2.5-7B,2,0.07142857142857142,3_Hallucination,13.580024752470205,0.8437470167150396,536.4343
qwen2.5-7B,3,0.10714285714285714,1_Factual,9.828405267925284,0.4377564794765362,266.24612
qwen2.5-7B,3,0.10714285714285714,2_Impossible,15.059337266156362,0.5218556836567458,552.99536
qwen2.5-7B,3,0.10714285714285714,3_Hallucination,13.227426323509532,0.752951316630144,531.1186
qwen2.5-7B,4,0.14285714285714285,1_Factual,8.566178390487755,0.4751999318435875,244.2352
qwen2.5-7B,4,0.14285714285714285,2_Impossible,12.965670903929508,0.4548403916197929,509.867
qwen2.5-7B,4,0.14285714285714285,3_Hallucination,11.67783772079914,0.7982444143854307,483.21622
qwen2.5-7B,5,0.17857142857142858,1_Factual,8.312013014028112,0.4615556047390711,235.29503
qwen2.5-7B,5,0.17857142857142858,2_Impossible,12.1589141273395,0.362602536414204,489.4021
qwen2.5-7B,5,0.17857142857142858,3_Hallucination,10.951402568521186,0.7961761365498731,458.87485
qwen2.5-7B,6,0.21428571428571427,1_Factual,7.955566763565647,0.4939621217608376,229.35442
qwen2.5-7B,6,0.21428571428571427,2_Impossible,11.810313523454992,0.46722770128796415,481.7606
qwen2.5-7B,6,0.21428571428571427,3_Hallucination,10.948219666057346,0.6655396715077719,452.3787
qwen2.5-7B,7,0.25,1_Factual,7.636128849104852,0.4076718413638618,222.83107
qwen2.5-7B,7,0.25,2_Impossible,11.519292100384835,0.5100388535870005,482.46497
qwen2.5-7B,7,0.25,3_Hallucination,10.523870813918105,0.5014523854084243,442.83737
qwen2.5-7B,8,0.2857142857142857,1_Factual,7.381647229796835,0.3808084767032257,215.49127
qwen2.5-7B,8,0.2857142857142857,2_Impossible,11.146518520387191,0.5268600086690829,474.43094
qwen2.5-7B,8,0.2857142857142857,3_Hallucination,10.23128858989864,0.4345724794937681,433.19272
qwen2.5-7B,9,0.32142857142857145,1_Factual,7.475633358885813,0.6315112954194908,212.67142
qwen2.5-7B,9,0.32142857142857145,2_Impossible,11.321653938198608,0.34091974982714385,479.1233
qwen2.5-7B,9,0.32142857142857145,3_Hallucination,10.11456018705711,0.2575186122070712,416.9197
qwen2.5-7B,10,0.35714285714285715,1_Factual,7.368953968133358,0.780901558161266,210.65115
qwen2.5-7B,10,0.35714285714285715,2_Impossible,11.260862163355393,0.30453009863192426,476.89362
qwen2.5-7B,10,0.35714285714285715,3_Hallucination,10.027133779048887,0.26230527137974685,415.48245
qwen2.5-7B,11,0.39285714285714285,1_Factual,7.31943512950491,0.8954567344052857,210.57695
qwen2.5-7B,11,0.39285714285714285,2_Impossible,11.351424469717841,0.29378024061704744,477.3175
qwen2.5-7B,11,0.39285714285714285,3_Hallucination,9.882463701453457,0.2785937968743088,416.67145
qwen2.5-7B,12,0.42857142857142855,1_Factual,7.246806878615019,0.9551260620245425,214.70769
qwen2.5-7B,12,0.42857142857142855,2_Impossible,11.582833375812609,0.30585270997204117,487.59427
qwen2.5-7B,12,0.42857142857142855,3_Hallucination,9.820459868918485,0.2998971818585749,423.8525
qwen2.5-7B,13,0.4642857142857143,1_Factual,7.2596341617985525,0.9280020031293386,216.10016
qwen2.5-7B,13,0.4642857142857143,2_Impossible,11.761038263993926,0.2594778960730923,489.11957
qwen2.5-7B,13,0.4642857142857143,3_Hallucination,9.794785763335375,0.31410769711283854,422.15997
qwen2.5-7B,14,0.5,1_Factual,7.453436400865771,0.8881630941231461,222.96799
qwen2.5-7B,14,0.5,2_Impossible,12.009724673715587,0.24588003799356892,497.53806
qwen2.5-7B,14,0.5,3_Hallucination,9.99290645566391,0.30799359546052163,430.59845
qwen2.5-7B,15,0.5357142857142857,1_Factual,7.623275548058931,0.8305574582152275,229.60368
qwen2.5-7B,15,0.5357142857142857,2_Impossible,12.209974522370704,0.2442685304614042,507.43042
