step,layer,magnitude,fisher_info,null_align,null_rand_align,null_ratio
256,0,1.2250219329330065,0.0011608209775734516,0.2202945053577423,0.2198592722415924,1.0019795940818546
256,2,2.8454052811847843,0.0006570511816268904,0.22227811813354492,0.21340733766555786,1.0415673590395547
256,4,4.039648736273569,0.0013962356808832979,0.21249718964099884,0.21966108679771423,0.9673865852685177
256,6,4.829145928931347,0.0006432498620484359,0.22235892713069916,0.22002026438713074,1.0106293015302636
256,8,5.650713239467666,0.000458848208254179,0.22338087856769562,0.23612354695796967,0.9460338898831799
256,10,6.3834567836261185,0.0005152300922567372,0.23268334567546844,0.21448631584644318,1.0848400452605704
256,12,7.040298412158743,0.0004263694702953023,0.22831308841705322,0.21061454713344574,1.0840328478752268
256,14,7.646557977039786,0.0007306731302934929,0.22823432087898254,0.21833714842796326,1.0453297639771775
256,16,8.299637160885458,0.0006537610019232428,0.23708680272102356,0.20232687890529633,1.1718008147607348
256,18,8.8987317769392,0.00025356879469873355,0.2499474734067917,0.22123810648918152,1.1297668211115666
256,20,9.519647779235845,0.00040650807818358735,0.2610478699207306,0.21628522872924805,1.206961151473532
256,22,10.110785813341913,0.000321147709897882,0.27788206934928894,0.20683600008487701,1.3434898561747843
256,24,10.750762473725308,0.0006786154018842328,0.2871813476085663,0.2242308408021927,1.2807397292023992
256,26,11.31608524259781,0.0006448530262431988,0.30106645822525024,0.22159487009048462,1.3586345962958444
256,28,11.8448630037358,0.00023295692220516253,0.32032978534698486,0.23137417435646057,1.384466459376796
256,30,12.40969116088485,0.00018786946430936812,0.34194251894950867,0.20576044917106628,1.6618476420770978
