step,layer,magnitude,fisher_info,null_align,null_rand_align,null_ratio
8,0,1.3120105743254389,0.003158781385612552,0.22869203984737396,0.21977642178535461,1.0405667584767582
8,2,2.7952628546687555,0.0020997113135642373,0.2322646677494049,0.23276901245117188,0.9978332781744046
8,4,3.877708097641232,0.0010997469528665244,0.24150362610816956,0.22116656601428986,1.0919535866945282
8,6,4.700928641236294,0.001498740946341689,0.24585992097854614,0.22323068976402283,1.101371501100826
8,8,5.364937131083463,0.0014275513606494797,0.23938453197479248,0.2096327841281891,1.141923157813366
8,10,5.933670566135577,0.0013273564563264252,0.23449338972568512,0.23182179033756256,1.0115243626266022
8,12,6.441837309075408,0.001272565953907927,0.22958379983901978,0.2053453028202057,1.1180377421245367
8,14,6.9186315998784975,0.001192798592301175,0.22754880785942078,0.20960451662540436,1.0856102265223389
8,16,7.421679103970856,0.0005464855349660511,0.2329324632883072,0.21977660059928894,1.0598601561462164
8,18,7.804134143117119,0.0004958118650987257,0.22883902490139008,0.2000909149646759,1.1436752328216109
8,20,8.14439822881099,0.00032824494334854224,0.22821536660194397,0.2264091819524765,1.0079775194005562
8,22,8.549643075908646,0.00040456018550468034,0.22824104130268097,0.21159741282463074,1.0786570458363176
8,24,8.910130255650701,0.0002441603524110874,0.21704767644405365,0.21475748717784882,1.0106640671095402
8,26,9.320128297841633,0.0002046456269424051,0.2202526479959488,0.2084769904613495,1.0564842021752912
8,28,9.645695444666748,0.00015297933364505744,0.22621893882751465,0.22035443782806396,1.0266139408429462
8,30,9.920674125059056,0.0001263785156471126,0.23105837404727936,0.22201035916805267,1.0407549173488018
