step,layer,magnitude,fisher_info,null_align,null_rand_align,null_ratio
128,0,1.229263769892303,0.001942129187830146,0.2269134372472763,0.21815162897109985,1.0401638405238467
128,2,2.889225161974273,0.0009428075794037012,0.2302320897579193,0.20847029983997345,1.1043879575664388
128,4,4.0402633057465165,0.001425567925094484,0.22989031672477722,0.23377461731433868,0.9833844169329857
128,6,4.949959513686357,0.0008904913893427087,0.2336268424987793,0.20412231981754303,1.1445433383427441
128,8,5.666251080102478,0.0008795989638510325,0.22325414419174194,0.219208762049675,1.0184544681781276
128,10,6.24943176009165,0.0008459692133712369,0.21568074822425842,0.21348978579044342,1.010262605376835
128,12,6.7440016939915495,0.0010486859188082612,0.20857295393943787,0.24387505650520325,0.8552451245859278
128,14,7.266796337280971,0.0007215471252363064,0.20910806953907013,0.21399612724781036,0.9771581909039037
128,16,7.775104748584401,0.0009820711061918719,0.2043129950761795,0.20501013100147247,0.9965995001393981
128,18,8.173462239201982,0.001008695831072824,0.20118208229541779,0.2351076900959015,0.8557018333073362
128,20,8.461379240560474,0.0004970835129043855,0.20102916657924652,0.22018538415431976,0.9129995909508374
128,22,8.77084687618213,0.0004814981767465729,0.2029542773962021,0.2371385097503662,0.8558469763262131
128,24,9.072729684702406,0.00019452010075781247,0.20174190402030945,0.2284928560256958,0.8829243357818489
128,26,9.315800722756933,0.00023495787985996656,0.20090457797050476,0.23430828750133514,0.8574369231900217
128,28,9.527847603466792,0.00012968102945961664,0.19726434350013733,0.22464019060134888,0.8781346832636553
128,30,9.722802677543966,0.0003575409935274709,0.1995682567358017,0.21570947766304016,0.925171475879126
