step,layer,magnitude,fisher_info,null_align,null_rand_align,null_ratio
32,0,1.3112290416666341,0.0007387325293989066,0.22861485183238983,0.2051079273223877,1.1146075810051286
32,2,2.7546400881217137,0.0007468231435341488,0.23013806343078613,0.22754231095314026,1.0114077749116852
32,4,3.6326000229838202,0.0005629888394223212,0.23880352079868317,0.23014043271541595,1.0376426121364648
32,6,4.232076544173208,0.0006067608843523754,0.24482466280460358,0.22236517071723938,1.1010027375866387
32,8,4.668416513441777,0.0006074326159919102,0.24154032766819,0.22610503435134888,1.0682660264193407
32,10,4.964824331515424,0.0006525909970897335,0.23495838046073914,0.21208864450454712,1.107831019910501
32,12,5.2156642942078335,0.00041317541552785816,0.23047654330730438,0.2048933357000351,1.1248610961161867
32,14,5.4599463218386655,0.00048599768799560786,0.23140780627727509,0.2306002378463745,1.0035020233931267
32,16,5.683821204992,0.00034952873224001986,0.2274104356765747,0.20468376576900482,1.111033079302366
32,18,5.835313642330096,0.0002925237408468985,0.22605440020561218,0.2413506805896759,0.9366221744918493
32,20,5.927009860227861,0.0002906125946082016,0.2238451987504959,0.2186077982187271,1.0239579719959055
32,22,6.038940113495955,0.00020181067544909417,0.22259707748889923,0.21297453343868256,1.04518166021857
32,24,6.144867120021463,0.00018795561856831786,0.21979762613773346,0.23227070271968842,0.9462993938443143
32,26,6.225010291790087,0.0001533851608143142,0.21989962458610535,0.20328332483768463,1.0817396049575079
32,28,6.340521203077214,0.00023262247505690845,0.222017303109169,0.2275950163602829,0.9754928103619932
32,30,6.404188070615353,7.352795349949324e-05,0.2233661562204361,0.21749773621559143,1.0269815175089738
