model,layer,relative_depth,boundary_type,evaluated_on,boundary_norm,boundary_stability,boundary_entropy,boundary_max_prob,fisher_info,hessian_curvature,jac_amplification,grad_blockage,grad_alignment,vocab_alignment,betti_0,betti_1
qwen2.5it-3B,0,0.0,Impossible,Impossible,0.29303002800042205,,11.9375,7.420778274536133e-06,12.24388190650358,-0.0070844831158547,5.142578125,-0.0037928211968392134,0.004588592681102455,0.2333984375,1,0
qwen2.5it-3B,0,0.0,Impossible,Factual,0.29303002800042205,,11.9375,7.420778274536133e-06,4.493275054409847,0.009277881151508162,6.66015625,-0.008187449151591863,0.00034957434399984777,0.2333984375,1,0
qwen2.5it-3B,0,0.0,Hallucination,Hallucination,0.45094050089783666,,11.9375,7.3015689849853516e-06,19.844272854243652,-0.010585554501342994,5.84375,0.002102332582580857,-0.003013734836713411,0.2275390625,1,0
qwen2.5it-3B,0,0.0,Hallucination,Factual,0.45094050089783666,,11.9375,7.3015689849853516e-06,8.216618309564097,0.007031733237303486,8.4921875,0.010878210072405636,0.002851200522854924,0.2275390625,1,0
qwen2.5it-3B,1,0.027777777777777776,Impossible,Impossible,0.4122803143463214,0.7056623390275241,11.9375,7.361173629760742e-06,16.36839634836102,-0.012697940464999394,1.01025390625,-2.413573383819312e-05,0.002950494148535654,0.2451171875,1,0
qwen2.5it-3B,1,0.027777777777777776,Impossible,Factual,0.4122803143463214,0.7056623390275241,11.9375,7.361173629760742e-06,7.3498212200195185,0.014107885588992591,1.01416015625,-0.022406299511203542,-0.005773399549070746,0.2451171875,1,0
qwen2.5it-3B,1,0.027777777777777776,Hallucination,Hallucination,0.5963961655848915,0.7192658229540252,11.9375,7.271766662597656e-06,15.288390864421181,-0.019401240271432592,0.982177734375,0.004161519987974316,0.005625982288620435,0.2119140625,1,0
qwen2.5it-3B,1,0.027777777777777776,Hallucination,Factual,0.5963961655848915,0.7192658229540252,11.9375,7.271766662597656e-06,5.48492314669697,0.022436620846948672,0.98779296875,0.01471854088595137,0.009109765669563785,0.2119140625,1,0
qwen2.5it-3B,2,0.05555555555555555,Impossible,Impossible,0.5963975211543142,0.6584708524995614,11.9375,7.3909759521484375e-06,24.79475998018057,-0.012839269023112351,1.0439453125,-0.002205957775004208,-0.00687697998364456,0.263671875,1,0
qwen2.5it-3B,2,0.05555555555555555,Impossible,Factual,0.5963975211543142,0.6584708524995614,11.9375,7.3909759521484375e-06,6.062549944448048,0.01571938184277889,1.05419921875,-0.02386213920544833,-0.010993330797646195,0.263671875,1,0
qwen2.5it-3B,2,0.05555555555555555,Hallucination,Hallucination,0.8299777042972549,0.6998148920102961,11.9375,7.361173629760742e-06,19.173042799994384,-0.01573627674272503,1.033203125,0.001082174785551615,-0.006030624121194705,0.2177734375,1,0
qwen2.5it-3B,2,0.05555555555555555,Hallucination,Factual,0.8299777042972549,0.6998148920102961,11.9375,7.361173629760742e-06,5.545077267120294,0.008683505789082573,1.04248046875,0.03197962587000802,0.0070406981103587896,0.2177734375,1,0
qwen2.5it-3B,3,0.08333333333333333,Impossible,Impossible,1.1089544546968906,0.5499015450613355,11.9375,7.271766662597656e-06,11.158287475283714,-0.017724084080583624,1.07763671875,-0.0004403418570291251,-0.00586006321827881,0.2275390625,1,0
qwen2.5it-3B,3,0.08333333333333333,Impossible,Factual,1.1089544546968906,0.5499015450613355,11.9375,7.271766662597656e-06,6.028519744240989,0.0018195026442795555,1.123046875,-0.005612623390334193,-0.006100386497564614,0.2275390625,1,0
qwen2.5it-3B,3,0.08333333333333333,Hallucination,Hallucination,1.437922450178128,0.56745411698467,11.9375,7.331371307373047e-06,11.103787015168178,0.0032960321348103165,1.078125,0.0002363989333389327,-0.01089040923397988,0.1943359375,1,0
qwen2.5it-3B,3,0.08333333333333333,Hallucination,Factual,1.437922450178128,0.56745411698467,11.9375,7.331371307373047e-06,6.663998781913295,-0.005224263012767585,1.13037109375,0.02512230956926942,0.0030677979375468567,0.1943359375,1,0
qwen2.5it-3B,4,0.1111111111111111,Impossible,Impossible,1.261958073952516,0.8274551466939378,11.9375,7.331371307373047e-06,9.73158490371414,-0.02195089393387399,1.0966796875,0.0020044258126290515,-0.0158920384128578,0.236328125,1,0
qwen2.5it-3B,4,0.1111111111111111,Impossible,Factual,1.261958073952516,0.8274551466939378,11.9375,7.331371307373047e-06,3.0161650274718,0.013060178037269695,1.1484375,-0.012225644575664774,-0.0077529195114038885,0.236328125,1,0
qwen2.5it-3B,4,0.1111111111111111,Hallucination,Hallucination,1.6649817920367054,0.8246843066057028,11.9375,7.331371307373047e-06,12.33157414966094,0.0005091899506851863,1.0673828125,-0.004674407304264605,-0.013208971475251019,0.2109375,1,0
qwen2.5it-3B,4,0.1111111111111111,Hallucination,Factual,1.6649817920367054,0.8246843066057028,11.9375,7.331371307373047e-06,4.343210012387621,0.0045025049432719485,1.09765625,0.012907914831885137,-0.0009420053102076054,0.2109375,1,0
qwen2.5it-3B,5,0.1388888888888889,Impossible,Impossible,1.2789330615619394,0.8796555172340258,11.9375,7.361173629760742e-06,11.31629824774792,-0.014185136285160342,1.09521484375,0.0049120738985948265,-0.01710756533429958,0.2412109375,1,0
qwen2.5it-3B,5,0.1388888888888889,Impossible,Factual,1.2789330615619394,0.8796555172340258,11.9375,7.361173629760742e-06,3.9804696681112492,0.005466605817842565,1.09033203125,-0.02124450443079695,-0.010827788544702344,0.2412109375,1,0
qwen2.5it-3B,5,0.1388888888888889,Hallucination,Hallucination,1.6920433807554032,0.886674212566162,11.9375,7.361173629760742e-06,15.620286644706601,-0.009436322435036537,1.126953125,-0.00521300538093783,-0.008934666664572433,0.2255859375,1,0
qwen2.5it-3B,5,0.1388888888888889,Hallucination,Factual,1.6920433807554032,0.886674212566162,11.9375,7.361173629760742e-06,3.5252523379025993,0.0009716368071187255,1.10888671875,0.005665046010108199,-0.0010666650196071714,0.2255859375,1,0
qwen2.5it-3B,6,0.16666666666666666,Impossible,Impossible,1.5640542500542465,0.715293372579605,11.9375,7.271766662597656e-06,10.214543552129568,-0.008938596169679864,1.32861328125,0.0009650541105656885,-0.01338009792380035,0.2353515625,1,0
qwen2.5it-3B,6,0.16666666666666666,Impossible,Factual,1.5640542500542465,0.715293372579605,11.9375,7.271766662597656e-06,4.2262800087812575,0.003513970466086598,1.39990234375,-0.012321633228566498,-0.01055570537573658,0.2353515625,1,0
qwen2.5it-3B,6,0.16666666666666666,Hallucination,Hallucination,2.1527809928154467,0.6910843916771121,11.9375,7.361173629760742e-06,8.504349065528293,-0.0017200416365792538,1.43212890625,-0.004891125259746332,-0.005705041287001222,0.234375,1,0
qwen2.5it-3B,6,0.16666666666666666,Hallucination,Factual,2.1527809928154467,0.6910843916771121,11.9375,7.361173629760742e-06,3.0379646922474906,-0.005322103975965744,1.4404296875,-0.0010090023497468792,-9.225617395713925e-05,0.234375,1,0
qwen2.5it-3B,7,0.19444444444444445,Impossible,Impossible,2.70308029404352,0.5086186793986007,11.9375,7.450580596923828e-06,8.900591153133671,-0.0097596026307967,1.2236328125,0.0022240535836317576,-0.030023746192455292,0.2265625,1,0
qwen2.5it-3B,7,0.19444444444444445,Impossible,Factual,2.70308029404352,0.5086186793986007,11.9375,7.450580596923828e-06,2.7233938980905408,0.0160667621906533,1.1640625,-0.03598574723582715,-0.013394762499956414,0.2265625,1,0
qwen2.5it-3B,7,0.19444444444444445,Hallucination,Hallucination,3.069962061859524,0.5985128029703428,11.9375,7.361173629760742e-06,12.718883161272712,0.002536206860067338,1.17626953125,-0.0018513515824452043,-0.0025373874086653814,0.267578125,1,0
qwen2.5it-3B,7,0.19444444444444445,Hallucination,Factual,3.069962061859524,0.5985128029703428,11.9375,7.361173629760742e-06,3.917616680691835,0.006294386186489675,1.16796875,-0.019084184430539608,-0.005088744612294249,0.267578125,1,0
qwen2.5it-3B,8,0.2222222222222222,Impossible,Impossible,4.35956317047198,0.5771474845933087,11.9375,7.271766662597656e-06,8.29627082185733,-0.016247505306361543,1.36376953125,-0.0004410660039866343,-0.025390487862750888,0.21484375,1,0
qwen2.5it-3B,8,0.2222222222222222,Impossible,Factual,4.35956317047198,0.5771474845933087,11.9375,7.271766662597656e-06,2.933936020569933,0.003363987245660709,1.412109375,-0.018918325018603355,-0.010497956158360466,0.21484375,1,0
qwen2.5it-3B,8,0.2222222222222222,Hallucination,Hallucination,4.036323496965202,0.6841812095692351,11.9375,7.4803829193115234e-06,7.875742171159633,-0.0029602863278833658,1.30517578125,-0.00651128407480428,-0.01031075557693839,0.2490234375,1,0
qwen2.5it-3B,8,0.2222222222222222,Hallucination,Factual,4.036323496965202,0.6841812095692351,11.9375,7.4803829193115234e-06,4.08696273436822,0.004565921129338215,1.37255859375,-0.015567094465950504,-0.006890553471748717,0.2490234375,1,0
qwen2.5it-3B,9,0.25,Impossible,Impossible,4.618050291696922,0.7312347877021571,11.9375,7.3015689849853516e-06,7.2196685949556585,-0.02096652245147851,1.31884765625,0.0009329050226369873,-0.02481030480703339,0.2431640625,1,0
qwen2.5it-3B,9,0.25,Impossible,Factual,4.618050291696922,0.7312347877021571,11.9375,7.3015689849853516e-06,3.748805790376629,0.004234032474026983,1.4248046875,-0.01396302912326064,-0.011330948284012266,0.2431640625,1,0
qwen2.5it-3B,9,0.25,Hallucination,Hallucination,4.19121952176092,0.771594913097607,11.9375,7.420778274536133e-06,6.639202548431264,-0.0019300704359812482,1.28515625,-0.003358278983796481,-0.009042138437507674,0.2421875,1,0
qwen2.5it-3B,9,0.25,Hallucination,Factual,4.19121952176092,0.771594913097607,11.9375,7.420778274536133e-06,4.121379205849472,0.005357926226326187,1.35888671875,-0.011587831555516459,-0.008320583132444881,0.2421875,1,0
qwen2.5it-3B,10,0.2777777777777778,Impossible,Impossible,4.861435465395605,0.7377240059026116,11.9375,7.3015689849853516e-06,6.2305679870420905,-0.014814922654558168,1.25048828125,-0.0008937416860135272,-0.03098203701665625,0.2431640625,1,0
qwen2.5it-3B,10,0.2777777777777778,Impossible,Factual,4.861435465395605,0.7377240059026116,11.9375,7.3015689849853516e-06,3.2041132637581202,0.008003145318043334,1.1572265625,-0.01434549673285801,-0.012153878255048767,0.2431640625,1,0
qwen2.5it-3B,10,0.2777777777777778,Hallucination,Hallucination,4.191514921687315,0.7661675918180632,11.9375,7.271766662597656e-06,5.735161183960008,-0.002940965934640697,1.2236328125,0.0010299832647433504,-0.011316909425659105,0.232421875,1,0
qwen2.5it-3B,10,0.2777777777777778,Hallucination,Factual,4.191514921687315,0.7661675918180632,11.9375,7.271766662597656e-06,1.8937419463317462,0.006600387778952233,1.158203125,-0.01598928759631235,-0.011399084120057523,0.232421875,1,0
qwen2.5it-3B,11,0.3055555555555556,Impossible,Impossible,6.3276981605693745,0.5826817547289358,11.9375,7.420778274536133e-06,4.2129886588404934,-0.008522905582030404,1.6884765625,-0.007962684583617374,-0.025432630558498204,0.2451171875,1,0
qwen2.5it-3B,11,0.3055555555555556,Impossible,Factual,6.3276981605693745,0.5826817547289358,11.9375,7.420778274536133e-06,2.035455622884269,0.009162655456172118,1.6484375,-0.018270591099280864,-0.008704077714355662,0.2451171875,1,0
qwen2.5it-3B,11,0.3055555555555556,Hallucination,Hallucination,5.408410872942878,0.6015124803891388,11.9375,7.331371307373047e-06,4.3366044217243,-0.00783442425359239,1.58642578125,-0.002628235761221731,-0.0057678059238241985,0.2431640625,1,0
qwen2.5it-3B,11,0.3055555555555556,Hallucination,Factual,5.408410872942878,0.6015124803891388,11.9375,7.331371307373047e-06,2.266335239638982,0.006017014788289957,1.51904296875,-0.010146238601009827,-0.007665361641556956,0.2431640625,1,0
qwen2.5it-3B,12,0.3333333333333333,Impossible,Impossible,6.827649928563483,0.563848898925464,11.9375,7.331371307373047e-06,4.895422001712296,0.005661568813150569,1.71533203125,-0.006499529554275796,-0.027620192209724337,0.20703125,1,0
qwen2.5it-3B,12,0.3333333333333333,Impossible,Factual,6.827649928563483,0.563848898925464,11.9375,7.331371307373047e-06,1.7204156734521148,0.005821331199470262,2.12548828125,-0.021476208930835128,-0.01017350259644445,0.20703125,1,0
qwen2.5it-3B,12,0.3333333333333333,Hallucination,Hallucination,5.173326669935727,0.6323641928086299,11.9375,7.3015689849853516e-06,5.84788431957403,-0.0008044931997172484,1.60888671875,0.0002828624565154314,-0.010471073750522919,0.208984375,1,0
qwen2.5it-3B,12,0.3333333333333333,Hallucination,Factual,5.173326669935727,0.6323641928086299,11.9375,7.3015689849853516e-06,1.4740305334207928,0.0047161343656341136,1.83447265625,-0.007887894586019684,-0.008682735395268537,0.208984375,1,0
qwen2.5it-3B,13,0.3611111111111111,Impossible,Impossible,7.35564041823235,0.6202597241608714,11.9375,7.3015689849853516e-06,4.148291254901787,-0.002160278208869372,1.4619140625,-0.008402018313063309,-0.02858200515038334,0.203125,1,0
qwen2.5it-3B,13,0.3611111111111111,Impossible,Factual,7.35564041823235,0.6202597241608714,11.9375,7.3015689849853516e-06,1.298903829795995,0.006827920785286846,1.4541015625,-0.01657010656344937,-0.011628099455265328,0.203125,1,0
