model,layer,relative_depth,bucket,lid,isotropy,entropy
qwen3-8B,0,0.0,1_Factual,10.28461177841418,0.4461783023542117,234.24675
qwen3-8B,0,0.0,2_Impossible,15.191943665587477,0.7013056132827163,446.34677
qwen3-8B,0,0.0,3_Hallucination,14.200193032987018,0.5797336027147626,436.2324
qwen3-8B,1,0.027777777777777776,1_Factual,9.64049443867713,0.21154568350864328,248.52963
qwen3-8B,1,0.027777777777777776,2_Impossible,15.034377578088893,0.5138976527054437,495.81717
qwen3-8B,1,0.027777777777777776,3_Hallucination,13.257481126790227,0.42134523210320013,480.19876
qwen3-8B,2,0.05555555555555555,1_Factual,8.967263503003174,0.19606714395594363,238.55418
qwen3-8B,2,0.05555555555555555,2_Impossible,14.407432977795501,0.5095956700789503,491.81235
qwen3-8B,2,0.05555555555555555,3_Hallucination,12.285867941926007,0.33698877817193307,477.8798
qwen3-8B,3,0.08333333333333333,1_Factual,8.615019881410618,0.3590069467251527,251.6773
qwen3-8B,3,0.08333333333333333,2_Impossible,14.263735916060831,0.658646020731908,517.0908
qwen3-8B,3,0.08333333333333333,3_Hallucination,12.565474046969532,0.6128411654273845,496.64014
qwen3-8B,4,0.1111111111111111,1_Factual,8.30855764318339,0.5476564675522867,243.08904
qwen3-8B,4,0.1111111111111111,2_Impossible,13.651459169130696,0.6472178177282263,521.92957
qwen3-8B,4,0.1111111111111111,3_Hallucination,11.959593964099247,0.6381458935575108,501.54523
qwen3-8B,5,0.1388888888888889,1_Factual,7.691209977651831,0.5489747287232417,228.49379
qwen3-8B,5,0.1388888888888889,2_Impossible,12.586913793801859,0.6654795281827987,498.29446
qwen3-8B,5,0.1388888888888889,3_Hallucination,11.09110222551956,0.7835853943164058,478.23566
qwen3-8B,6,0.16666666666666666,1_Factual,7.418871156772879,0.3457671294066187,217.16951
qwen3-8B,6,0.16666666666666666,2_Impossible,12.212297226063892,0.8222623494522904,498.0785
qwen3-8B,6,0.16666666666666666,3_Hallucination,10.893470332716756,0.6902591847706747,468.0521
qwen3-8B,7,0.19444444444444445,1_Factual,7.462011745825736,0.3613316977689394,215.71161
qwen3-8B,7,0.19444444444444445,2_Impossible,12.118201087074805,0.768628578954938,498.42517
qwen3-8B,7,0.19444444444444445,3_Hallucination,10.820989111814884,0.5589784394069213,461.10336
qwen3-8B,8,0.2222222222222222,1_Factual,7.346205214390671,0.4280574543465635,211.51434
qwen3-8B,8,0.2222222222222222,2_Impossible,12.032931903003346,0.5858360568439127,497.5008
qwen3-8B,8,0.2222222222222222,3_Hallucination,10.665235382703548,0.3854404866745269,454.72195
qwen3-8B,9,0.25,1_Factual,7.317169770176316,0.461186150717898,217.75983
qwen3-8B,9,0.25,2_Impossible,12.519143894323575,0.564810390525815,528.3516
qwen3-8B,9,0.25,3_Hallucination,11.010658269409058,0.36818437332150394,473.8343
qwen3-8B,10,0.2777777777777778,1_Factual,7.439056432677524,0.5580727596443847,228.60266
qwen3-8B,10,0.2777777777777778,2_Impossible,13.21413855201116,0.5252798334886021,554.091
qwen3-8B,10,0.2777777777777778,3_Hallucination,11.594918495885553,0.41763081655595846,492.3579
qwen3-8B,11,0.3055555555555556,1_Factual,7.491704596298117,0.5344390678670778,229.8361
qwen3-8B,11,0.3055555555555556,2_Impossible,13.659505150212599,0.41724618465057073,561.94165
qwen3-8B,11,0.3055555555555556,3_Hallucination,11.527479892908303,0.395373261803791,496.03094
qwen3-8B,12,0.3333333333333333,1_Factual,7.483384748674544,0.5449643170016534,226.22601
