model,layer,relative_depth,bucket,attn_entropy,attn_sink,res_proj_Impossible,attn_align_Impossible,mlp_align_Impossible,res_proj_Hallucination,attn_align_Hallucination,mlp_align_Hallucination,res_norm,logit_entropy,logit_conf
qwen3-8B,28,0.7777777777777778,Hallucinations,1.004015625,0.722140625,137.868,0.001969970703125,0.18238671875,88.078,0.00497174072265625,0.141703125,406.672,0.45181787109375,0.83671875
qwen3-8B,28,0.7777777777777778,Impossible,0.9868203125,0.7081953125,205.448,0.18709765625,0.2968515625,87.096,-0.0315885009765625,0.142123046875,433.408,0.4014228515625,0.8534375
qwen3-8B,29,0.8055555555555556,Factual,0.53188671875,0.856890625,111.352,-0.1538890380859375,0.077669921875,44.61325,-0.24059765625,0.0353272705078125,484.464,,
qwen3-8B,29,0.8055555555555556,Hallucinations,0.63054296875,0.83996875,206.84,0.00538043212890625,0.284,168.604,0.02192864990234375,0.2446015625,483.44,,
qwen3-8B,29,0.8055555555555556,Impossible,0.6193828125,0.84259375,281.584,0.16613671875,0.392421875,175.748,-0.01677874755859375,0.2764375,507.856,,
qwen3-8B,30,0.8333333333333334,Factual,0.5731015625,0.8203203125,170.338,-0.1169422607421875,0.09677880859375,119.654,-0.176275390625,0.0612730712890625,571.168,0.14434848453173618,0.94065625
qwen3-8B,30,0.8333333333333334,Hallucinations,0.6623984375,0.7859453125,306.208,0.01932855224609375,0.338140625,284.712,0.0456702880859375,0.3203984375,587.456,0.22645443534851073,0.91521875
qwen3-8B,30,0.8333333333333334,Impossible,0.706015625,0.7689609375,393.824,0.1576640625,0.479125,303.592,0.009716339111328125,0.3912421875,609.856,0.26621759033203124,0.89759375
qwen3-8B,31,0.8611111111111112,Factual,0.64165234375,0.7947109375,217.948,-0.10575537109375,0.137744384765625,181.252,-0.15008203125,0.11544171142578125,679.712,,
qwen3-8B,31,0.8611111111111112,Hallucinations,0.77450390625,0.7583984375,387.344,0.0164957275390625,0.339234375,382.16,0.04636279296875,0.3297734375,700.48,,
qwen3-8B,31,0.8611111111111112,Impossible,0.7366953125,0.7788125,481.952,0.14905859375,0.444796875,403.024,0.01255572509765625,0.38065625,709.824,,
qwen3-8B,32,0.8888888888888888,Factual,0.63107421875,0.784796875,247.54225,-0.09780908203125,0.12611328125,216.631875,-0.134568359375,0.10260791015625,779.008,0.07659375926453514,0.96840625
qwen3-8B,32,0.8888888888888888,Hallucinations,0.66533203125,0.7765,451.216,0.01117327880859375,0.3435,453.488,0.0376920166015625,0.33096875,805.056,0.14449842607975005,0.93975
qwen3-8B,32,0.8888888888888888,Impossible,0.65836328125,0.780765625,552.512,0.13170703125,0.44184375,479.008,0.00675543212890625,0.387609375,811.616,0.17300337600708007,0.92834375
qwen3-8B,33,0.9166666666666666,Factual,0.575484375,0.8449296875,308.772,-0.12026412963867188,0.2518671875,280.048,-0.149568359375,0.22895703125,924.928,,
qwen3-8B,33,0.9166666666666666,Hallucinations,0.65683203125,0.8248828125,514.416,-0.0045760498046875,0.368078125,524.464,0.0287877197265625,0.36309375,958.592,,
qwen3-8B,33,0.9166666666666666,Impossible,0.66544921875,0.8261015625,618.432,0.11623828125,0.44446875,540.656,-0.00229705810546875,0.399234375,958.56,,
qwen3-8B,34,0.9444444444444444,Factual,0.8180078125,0.6625,524.768,-0.15285546875,0.468296875,402.592,-0.19580078125,0.3723125,1356.48,0.04894135460559822,0.97875
qwen3-8B,34,0.9444444444444444,Hallucinations,0.8353203125,0.687859375,729.088,-0.0318770751953125,0.535171875,657.376,-0.003811798095703125,0.45125,1398.016,0.07451300114755482,0.9706875
qwen3-8B,34,0.9444444444444444,Impossible,0.8214375,0.705796875,859.52,0.07973681640625,0.57821875,671.328,-0.038923828125,0.46365625,1427.84,0.10967448952794075,0.95465625
qwen3-8B,35,0.9722222222222222,Factual,1.0031796875,0.6093828125,65.6175,-0.06828509521484374,0.5053359375,66.544,0.1239091796875,0.3544140625,151.512,0.717453125,0.7495
qwen3-8B,35,0.9722222222222222,Hallucinations,1.0760234375,0.6012578125,83.958,0.03823162841796875,0.483796875,94.088,0.315515625,0.35578125,164.576,1.293484375,0.67615625
qwen3-8B,35,0.9722222222222222,Impossible,1.0553359375,0.6098515625,105.428,0.146490234375,0.583640625,92.988,0.3101640625,0.3913125,164.712,1.7760625,0.587859375
