,step,layer,bucket,lid,isotropy,entropy
0,10000,0,1_Factual,14.163635205021365,0.18323527726481384,134.5531
1,10000,0,2_Impossible,12.771132425790766,0.430671080788843,149.86331
2,10000,0,3_Hallucination,12.540811187651107,0.8708023955334147,149.97726
3,10000,2,1_Factual,13.01462353307466,0.2452847622655772,138.64296
4,10000,2,2_Impossible,12.364199336167976,0.575200522988359,150.56276
5,10000,2,3_Hallucination,12.579546987253908,0.8765600847264502,148.64519
6,10000,4,1_Factual,8.058829346898417,0.44308708230436733,128.12915
7,10000,4,2_Impossible,11.428282063831611,0.523990978202027,145.45142
8,10000,4,3_Hallucination,9.608016956839348,0.8461354505528252,133.32559
9,10000,6,1_Factual,8.065265046207069,0.43716239719908456,128.86226
10,10000,6,2_Impossible,11.41564511312425,0.47663935967372145,146.06096
11,10000,6,3_Hallucination,9.544000160130652,0.8218453214401258,134.19038
12,10000,8,1_Factual,8.200828809337185,0.40766834500938337,130.34552
13,10000,8,2_Impossible,11.44779427507999,0.46328178349273114,147.06075
14,10000,8,3_Hallucination,9.666074229260694,0.8152117725954776,135.37563
15,10000,10,1_Factual,8.326670819037542,0.419304732456816,131.10976
16,10000,10,2_Impossible,11.30056716231051,0.4590909952757124,147.2535
17,10000,10,3_Hallucination,9.57062863386576,0.766087715999923,135.83527
18,10000,12,1_Factual,8.295328455563702,0.43354788816649475,131.48181
19,10000,12,2_Impossible,11.3551405684082,0.4770278800462749,147.5461
20,10000,12,3_Hallucination,9.702550073975726,0.7406581423415021,136.12827
21,10000,14,1_Factual,8.234012583936114,0.4523316283103706,132.01921
22,10000,14,2_Impossible,11.271673059778927,0.5191966323283287,147.84068
23,10000,14,3_Hallucination,9.889019371704464,0.7264203996661626,136.54102
24,10000,16,1_Factual,8.245020580687003,0.45026475365649166,131.9001
25,10000,16,2_Impossible,11.156401420810003,0.5833069284554541,147.85155
26,10000,16,3_Hallucination,9.64651490276189,0.7417266444567718,136.10997
27,10000,18,1_Factual,8.251018201611956,0.44168910216934487,132.51974
28,10000,18,2_Impossible,11.284910532821096,0.5928300247862186,148.81453
29,10000,18,3_Hallucination,9.560924880424587,0.7738046398279443,136.12431
30,10000,20,1_Factual,8.28394142267686,0.4738939216860457,130.759
31,10000,20,2_Impossible,11.548345373788388,0.5752543823283774,147.88779
32,10000,20,3_Hallucination,9.391457591700886,0.7342073043127584,134.53322
33,10000,22,1_Factual,9.15899876804419,0.5632814780091802,132.48657
34,10000,22,2_Impossible,13.334747705601304,0.5919330876009676,150.56892
35,10000,22,3_Hallucination,10.646452340281275,0.7027541420291391,138.92076
36,10000,24,1_Factual,9.10618492140635,0.5874676678920702,133.46304
37,10000,24,2_Impossible,13.764380582172889,0.5990266281304323,152.68845
38,10000,24,3_Hallucination,10.721890826852414,0.6820854949415672,139.86887
39,10000,26,1_Factual,9.164241156441598,0.580586990349572,135.48813
40,10000,26,2_Impossible,14.180450401520739,0.5751937192393093,155.00569
41,10000,26,3_Hallucination,10.792274534982248,0.6264458326140209,141.27306
42,10000,28,1_Factual,9.405327567447126,0.5714386034235543,137.86964
43,10000,28,2_Impossible,14.192198950472127,0.5722023612744475,156.70024
44,10000,28,3_Hallucination,10.9391667394504,0.6236611656680936,142.83553
45,10000,30,1_Factual,10.487884070017513,0.5790645423085925,146.57314
46,10000,30,2_Impossible,15.873373019352348,0.6290985485844692,161.11717
47,10000,30,3_Hallucination,13.299168902095307,0.6427659035472283,154.59868
