,step,layer,boundary,norm,boundary_entropy,max_prob,fisher,hessian,jacobian,grad_block,grad_align,vocab_align
0,5000,0,2_Impossible,1.7961488,10.8125,2.1338462829589844e-05,0.1201590571606019,0.002875888214375906,20.234375,0.001517310185590759,0.0,0.1689453125
1,5000,0,3_Hallucination,2.6022654,10.8125,2.1696090698242188e-05,0.1323209198217026,0.0019930172000027662,24.5,-0.0027295206382405013,0.0,0.173828125
2,5000,2,2_Impossible,4.628904,10.8125,2.1576881408691406e-05,0.11982466495420768,0.0005345905606288571,1.283203125,0.018594078137539327,0.0,0.21484375
3,5000,2,3_Hallucination,4.9420495,10.8125,2.1338462829589844e-05,0.1038143769118551,0.001302284724454668,1.2978515625,0.009903431055136025,0.0,0.1962890625
4,5000,4,2_Impossible,7.844269,10.8125,2.205371856689453e-05,0.09278085704893102,0.00017644712812167008,1.1806640625,0.03497533476911485,0.0,0.373046875
5,5000,4,3_Hallucination,6.8591514,10.8125,2.1457672119140625e-05,0.10125397266356646,0.00047912317936886484,1.166015625,0.010410659364424646,0.0,0.291015625
6,5000,6,2_Impossible,8.258936,10.8125,2.1576881408691406e-05,0.09300016970774158,0.0008108106468916619,1.150390625,0.029213431291282177,0.0,0.359375
7,5000,6,3_Hallucination,7.291579,10.8125,2.1457672119140625e-05,0.09060711688605355,0.0008937316037456077,1.1396484375,0.011346254963427782,0.0,0.2734375
8,5000,8,2_Impossible,8.660148,10.8125,2.1338462829589844e-05,0.090417848869495,0.0005178026818626348,1.1416015625,0.029787101550027728,0.0,0.3359375
9,5000,8,3_Hallucination,7.796088,10.8125,2.1219253540039062e-05,0.08358797720177391,0.0008625906855929008,1.1435546875,0.014157536847051233,0.0,0.2578125
10,5000,10,2_Impossible,8.890201,10.8125,2.1457672119140625e-05,0.07395458978217304,0.0006771568150224056,1.14453125,0.03571258974261582,0.0,0.318359375
11,5000,10,3_Hallucination,8.299386,10.8125,2.1457672119140625e-05,0.08232972909643807,0.00035427898811935367,1.1357421875,0.010945001675281674,0.0,0.271484375
12,5000,12,2_Impossible,9.443022,10.8125,2.1576881408691406e-05,0.07882519532735807,-0.00031346135112563845,1.1455078125,0.03985061123967171,0.0,0.3046875
13,5000,12,3_Hallucination,8.850107,10.8125,2.1576881408691406e-05,0.07401318804533236,-0.00018968526503699274,1.14453125,0.01585575460921973,0.0,0.287109375
14,5000,14,2_Impossible,10.028927,10.8125,2.1576881408691406e-05,0.06682230047202388,0.00026666958489408047,1.142578125,0.04160790890455246,0.0,0.294921875
15,5000,14,3_Hallucination,9.507477,10.8125,2.205371856689453e-05,0.06988486276023045,-0.0008463176759574969,1.14453125,0.014223279024008662,0.0,0.30078125
16,5000,16,2_Impossible,10.686507,10.8125,2.1457672119140625e-05,0.0538672605719427,0.0002728670583542342,1.1474609375,0.040591896045953035,0.0,0.3125
17,5000,16,3_Hallucination,10.234631,10.8125,2.2411346435546875e-05,0.05743835878074499,-0.00032292130589524646,1.146484375,0.017700300319120288,0.0,0.318359375
18,5000,18,2_Impossible,11.310013,10.8125,2.181529998779297e-05,0.05523966602184263,0.00014717543314654038,1.1484375,0.05232142796739936,0.0,0.3515625
19,5000,18,3_Hallucination,10.917812,10.8125,2.1576881408691406e-05,0.05593213163444456,-0.00027401095094414264,1.1455078125,0.017842687433585525,0.0,0.322265625
20,5000,20,2_Impossible,13.873371,10.8125,2.2172927856445312e-05,0.0489451549413159,-3.845395398878443e-05,1.2197265625,0.06700949370861053,0.0,0.4921875
21,5000,20,3_Hallucination,13.020773,10.8125,2.2292137145996094e-05,0.049835288161043816,-0.0004154325996921527,1.20703125,0.03676077630370855,0.0,0.427734375
22,5000,22,2_Impossible,15.648153,10.8125,2.2411346435546875e-05,0.04073948423255292,-0.00015972540092226082,1.1787109375,0.07931829756125808,0.0,0.51953125
23,5000,22,3_Hallucination,14.297343,10.8125,2.2411346435546875e-05,0.04695204248635354,-0.00041953356598515423,1.1748046875,0.04357941588386893,0.0,0.46484375
24,5000,24,2_Impossible,17.607794,10.8125,2.3245811462402344e-05,0.0378491871965383,-0.0005235421102240188,1.1796875,0.09379119519144297,0.0,0.55078125
25,5000,24,3_Hallucination,15.678863,10.8125,2.276897430419922e-05,0.042409499910055534,-0.0003103346434367013,1.1806640625,0.059390779584646225,0.0,0.48828125
26,5000,26,2_Impossible,19.198492,10.8125,2.3245811462402344e-05,0.023349197101969896,-0.00042840233773605563,1.1806640625,0.1039201207458973,0.0,0.546875
27,5000,26,3_Hallucination,17.058052,10.8125,2.2530555725097656e-05,0.03216578657365195,-0.0002290718022288108,1.1865234375,0.060413363855332136,0.0,0.5
28,5000,28,2_Impossible,21.21946,10.8125,2.3365020751953125e-05,0.019243301311803986,0.00023325460229414353,1.2021484375,0.11883611045777798,0.0,0.53515625
29,5000,28,3_Hallucination,19.126467,10.8125,2.2411346435546875e-05,0.026449570323415304,2.9086901816986036e-05,1.203125,0.06933200173079967,0.0,0.51171875
30,5000,30,2_Impossible,25.984743,10.8125,2.3245811462402344e-05,0.013793445897472965,9.347842449076104e-05,1.310546875,0.1397867277264595,0.0,0.58203125
31,5000,30,3_Hallucination,23.64372,10.8125,2.3126602172851562e-05,0.013207187265476455,8.154675939111897e-05,1.2919921875,0.07326997630298138,0.0,0.5703125
