,step,layer,bucket,lid,isotropy,entropy
0,100000,0,1_Factual,11.9404770838263,0.24797051392899858,129.0585
1,100000,0,2_Impossible,11.288584820502741,0.25647188654475656,143.50182
2,100000,0,3_Hallucination,11.489470852153008,0.32892576012801655,143.62526
3,100000,2,1_Factual,10.359861755874238,0.3169442911340082,127.80081
4,100000,2,2_Impossible,9.375436048136937,0.5977734175941054,138.84128
5,100000,2,3_Hallucination,9.25021504620674,0.6262934230441879,131.49385
6,100000,4,1_Factual,8.51735735514269,0.32263470099270436,123.08578
7,100000,4,2_Impossible,11.852111552945976,0.590319523064578,154.01996
8,100000,4,3_Hallucination,9.0291305361627,0.71251737713215,132.35403
9,100000,6,1_Factual,7.761126739269156,0.3283186966298708,119.12324
10,100000,6,2_Impossible,12.28792572653194,0.6299312100428688,153.3903
11,100000,6,3_Hallucination,8.145684929907775,0.7164321630884374,127.45533
12,100000,8,1_Factual,7.482060290499799,0.3562143046089727,118.36288
13,100000,8,2_Impossible,12.112650491720288,0.6655298132497741,152.8009
14,100000,8,3_Hallucination,7.855836187622486,0.6840734212909673,126.7796
15,100000,10,1_Factual,7.32189630373013,0.3913255041955935,117.85971
16,100000,10,2_Impossible,12.275771478052249,0.6809893000148627,154.10884
17,100000,10,3_Hallucination,7.755215911075799,0.6289558147904276,125.917694
18,100000,12,1_Factual,7.413863975761342,0.3855192856184005,117.20858
19,100000,12,2_Impossible,12.154254012229295,0.7047295930120252,154.06961
20,100000,12,3_Hallucination,7.6326002928385,0.5667050276830804,125.63241
21,100000,14,1_Factual,7.393844555171263,0.38078157787057676,116.74752
22,100000,14,2_Impossible,12.246567128404932,0.7530022535462283,154.17876
23,100000,14,3_Hallucination,7.385564012157473,0.5231140927919927,125.59095
24,100000,16,1_Factual,7.241177478822368,0.4020886334041308,116.532265
25,100000,16,2_Impossible,12.491241991021584,0.7547583624801386,155.77525
26,100000,16,3_Hallucination,7.4892295620576474,0.49558331934176497,126.104454
27,100000,18,1_Factual,7.347701562132937,0.4316094501598781,119.48043
28,100000,18,2_Impossible,12.781954060717325,0.6869608395905843,157.41281
29,100000,18,3_Hallucination,7.926108889818884,0.4911195206100731,127.661766
30,100000,20,1_Factual,7.808841434669789,0.5083364136302206,126.867035
31,100000,20,2_Impossible,13.850744364736874,0.6825493752498087,160.94771
32,100000,20,3_Hallucination,8.954386277746174,0.475355851804284,130.41371
33,100000,22,1_Factual,10.639719879202051,0.69884498770979,146.80011
34,100000,22,2_Impossible,16.814399300760314,0.7013640572355888,163.63075
35,100000,22,3_Hallucination,16.457403537197056,0.40088856314132526,133.48111
36,100000,24,1_Factual,11.81198773522045,0.7560364278912689,150.76111
37,100000,24,2_Impossible,18.73708865499834,0.7727990572289998,165.23787
38,100000,24,3_Hallucination,20.10915799150003,0.37282271253880617,135.21268
39,100000,26,1_Factual,12.32804602497837,0.7335270513718475,154.35515
40,100000,26,2_Impossible,20.338922999768975,0.8001626061182373,166.52312
41,100000,26,3_Hallucination,21.35026309104337,0.3908331018775943,136.76125
42,100000,28,1_Factual,13.017273850533833,0.7427587024704273,157.89236
43,100000,28,2_Impossible,20.88059580754727,0.8440029685405509,167.82742
44,100000,28,3_Hallucination,19.35131194771735,0.398240481707077,140.22066
45,100000,30,1_Factual,14.826481031838421,0.705750105564129,167.52304
46,100000,30,2_Impossible,24.962845281239225,0.8568282968120271,172.11417
47,100000,30,3_Hallucination,22.060206376249408,0.4543171266547197,155.74954
