,step,layer,bucket,lid,isotropy,entropy
0,5000,0,1_Factual,15.683429589308048,0.268836700814401,142.16107
1,5000,0,2_Impossible,12.948121467611902,0.5731170508738508,155.04707
2,5000,0,3_Hallucination,12.793435608312075,0.881790462999243,153.52979
3,5000,2,1_Factual,14.532175349286263,0.30322147057055854,146.46896
4,5000,2,2_Impossible,13.139181282350787,0.7278300853835918,155.30168
5,5000,2,3_Hallucination,13.870486515690224,0.7276923132015953,155.16623
6,5000,4,1_Factual,10.744255565896365,0.38252154333479105,142.54935
7,5000,4,2_Impossible,12.784406225752482,0.6870993438298514,153.4552
8,5000,4,3_Hallucination,13.632763080969676,0.8423875998662802,151.5609
9,5000,6,1_Factual,10.85654007299362,0.3734128138022474,143.21046
10,5000,6,2_Impossible,12.726401601587304,0.6524621122579672,153.79956
11,5000,6,3_Hallucination,13.725300470565715,0.9223249457272295,152.70526
12,5000,8,1_Factual,11.01683088074717,0.36430326271636426,143.90974
13,5000,8,2_Impossible,12.75548882372322,0.6515204369105877,154.47496
14,5000,8,3_Hallucination,14.050784766688617,0.9017937509720243,153.5592
15,5000,10,1_Factual,11.023588287496954,0.36030042362733045,144.34262
16,5000,10,2_Impossible,12.81428632683798,0.6669825617099318,154.97583
17,5000,10,3_Hallucination,14.240135923266598,0.9273591093566516,154.21361
18,5000,12,1_Factual,11.095178919749788,0.3652699456249959,144.65483
19,5000,12,2_Impossible,13.021038910429162,0.6479681503625185,155.22566
20,5000,12,3_Hallucination,14.358654283577913,0.9519392425336572,154.69284
21,5000,14,1_Factual,11.096278752256028,0.3764314562817659,144.91899
22,5000,14,2_Impossible,12.83723985106542,0.6437835736044766,155.59894
23,5000,14,3_Hallucination,14.416142266493456,0.961764080053126,155.0147
24,5000,16,1_Factual,10.99944439817968,0.3833699927730116,144.6196
25,5000,16,2_Impossible,12.610346756862914,0.634253512441025,155.5597
26,5000,16,3_Hallucination,14.215112622335784,0.9355757433327133,155.0987
27,5000,18,1_Factual,11.074409585431537,0.39353206206326485,144.77988
28,5000,18,2_Impossible,12.597196223501035,0.6452384546359351,155.78809
29,5000,18,3_Hallucination,14.479717919930868,0.9130987047667337,155.05824
30,5000,20,1_Factual,10.879552417377445,0.45520962116295727,141.49661
31,5000,20,2_Impossible,12.21483477784687,0.6569587123052126,151.99963
32,5000,20,3_Hallucination,13.92555947662658,0.8775297829072943,151.59364
33,5000,22,1_Factual,10.779488366005392,0.5001585414858075,139.84653
34,5000,22,2_Impossible,12.132475434846802,0.6573213363888872,150.39665
35,5000,22,3_Hallucination,13.734406067322173,0.8027666403113491,150.18954
36,5000,24,1_Factual,10.607963891965632,0.5562104546105493,137.9133
37,5000,24,2_Impossible,11.779785038694499,0.6673468419855225,148.71515
38,5000,24,3_Hallucination,13.573519161127756,0.7270898866344714,148.76091
39,5000,26,1_Factual,10.41843060515886,0.5739206745875707,136.57637
40,5000,26,2_Impossible,11.615635120720365,0.6674703228941455,147.44771
41,5000,26,3_Hallucination,13.576443612884441,0.7217209302714622,147.76294
42,5000,28,1_Factual,10.119188689516335,0.5889822642509356,134.74187
43,5000,28,2_Impossible,11.4147953485177,0.695264310949446,145.47002
44,5000,28,3_Hallucination,13.456977033038687,0.6737949386453895,145.82462
45,5000,30,1_Factual,9.918103226626256,0.5823618177643632,132.6842
46,5000,30,2_Impossible,11.233483342039293,0.7551659449895973,142.31082
47,5000,30,3_Hallucination,13.339542930288854,0.6237668007665298,146.15775
