,step,layer,bucket,lid,isotropy,entropy
0,2000,0,1_Factual,15.42507598093828,0.3370111435003402,151.89574
1,2000,0,2_Impossible,15.142690971838007,0.802987939146029,163.76923
2,2000,0,3_Hallucination,15.504680068924051,0.5134053554171077,162.96663
3,2000,2,1_Factual,13.99461881486624,0.38282296958238776,154.69852
4,2000,2,2_Impossible,16.642525606347036,0.8496095277640173,165.00986
5,2000,2,3_Hallucination,16.679644755483633,0.6465954924645159,164.2259
6,2000,4,1_Factual,13.513647953647242,0.40706548155805483,154.0943
7,2000,4,2_Impossible,16.170887719169286,0.894663425863083,163.83905
8,2000,4,3_Hallucination,16.781627029794787,0.6734375745691439,164.40778
9,2000,6,1_Factual,13.502423973297441,0.4268543242376736,154.59602
10,2000,6,2_Impossible,16.34831016447431,0.8746572853300136,164.32492
11,2000,6,3_Hallucination,17.118604761998885,0.6353600316063016,165.22379
12,2000,8,1_Factual,13.62110444256481,0.42824520340222383,154.84161
13,2000,8,2_Impossible,16.394713087460946,0.8427097996208742,164.42934
14,2000,8,3_Hallucination,17.20751319034816,0.6437720020586334,165.72916
15,2000,10,1_Factual,13.637821770058077,0.4459131001258347,155.08604
16,2000,10,2_Impossible,16.529079973810152,0.8060314277114208,164.65309
17,2000,10,3_Hallucination,17.311426984258215,0.6508396029668574,166.02261
18,2000,12,1_Factual,13.665518129483939,0.4435187359269243,155.10017
19,2000,12,2_Impossible,16.654668319275586,0.8044285988581273,164.7226
20,2000,12,3_Hallucination,17.165767168337087,0.6610060135330942,166.2812
21,2000,14,1_Factual,13.626284265222825,0.44586172944420227,155.12459
22,2000,14,2_Impossible,16.57250811034653,0.79497378167473,164.69016
23,2000,14,3_Hallucination,17.42770705844456,0.6617671526800143,166.42683
24,2000,16,1_Factual,13.620171680023986,0.4568939089922279,154.85262
25,2000,16,2_Impossible,16.601568163686558,0.7913804560088968,164.5029
26,2000,16,3_Hallucination,17.345416588274404,0.675565979813478,166.41818
27,2000,18,1_Factual,13.591619690800517,0.47187614719273346,154.4261
28,2000,18,2_Impossible,16.499503464367002,0.7965882783974497,164.10208
29,2000,18,3_Hallucination,17.183598170489624,0.6815007973549276,166.04224
30,2000,20,1_Factual,13.177478759266195,0.507970984528156,153.45709
31,2000,20,2_Impossible,16.17737455356212,0.8010149548189746,163.15222
32,2000,20,3_Hallucination,17.041505331648544,0.6942528665036354,165.28209
33,2000,22,1_Factual,12.918216578678743,0.5461977961681194,152.25542
34,2000,22,2_Impossible,15.941981197874568,0.8305213961419724,161.95714
35,2000,22,3_Hallucination,16.638215403750348,0.7218354504641951,164.27095
36,2000,24,1_Factual,12.547859735191428,0.6034113364775209,150.43831
37,2000,24,2_Impossible,15.60072481974279,0.8466262512762508,160.13106
38,2000,24,3_Hallucination,16.307131783236695,0.7207766616558678,162.67331
39,2000,26,1_Factual,12.198763693780963,0.6428048955308258,148.18715
40,2000,26,2_Impossible,15.191351820984226,0.8580399913501424,157.8046
41,2000,26,3_Hallucination,15.773901889809348,0.7614312284961662,160.53894
42,2000,28,1_Factual,11.643366216221184,0.6602138741520861,145.19872
43,2000,28,2_Impossible,14.72507948157553,0.8831105612081789,154.7745
44,2000,28,3_Hallucination,15.10993110597763,0.7796226685802675,157.60147
45,2000,30,1_Factual,10.945445554764563,0.6886294741445091,140.2062
46,2000,30,2_Impossible,13.817045550869775,0.8647040447121905,149.89449
47,2000,30,3_Hallucination,13.975607745912882,0.785426007361979,152.9741
